# $r で改行。" は入力できない、理由はスペースに意味のある文字列があるので
# わかりやすくするため。
# excel で編集すると " が消えてしまう為 excel で編集しないこと。

# クライアントデータのコードページ番号
CLIENT_DATA_CODE_PAGE,"932"
GAME_AICUSTOMSETTINGWND_SIMPLE2,"追従"
GAME_AICUSTOMSETTINGWND_SIMPLE3,"防御重視"
GAME_AICUSTOMSETTINGWND_SIMPLE4,"主人重視"
GAME_AICUSTOMSETTINGWND_SIMPLE5,"攻撃重視(通常攻撃のみ)"
GAME_AICUSTOMSETTINGWND_SIMPLE6,"攻撃重視(物理スキルのみ)"
GAME_AICUSTOMSETTINGWND_SIMPLE7,"攻撃重視(魔法スキルのみ)"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN0,"入替"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN1,"条件"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN2,"条件設定"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN3,"対象設定"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN4,"行動 / スキル"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN5,"再使用"
GAME_AICUSTOMSETTINGWND_SLOT_TEXTBTN6,"切替"
GAME_AICUSTOMSETTINGWND_SLOT_SAVE0,"カスタム①の設定を保存しました"
GAME_AICUSTOMSETTINGWND_SLOT_SAVE1,"カスタム②の設定を保存しました"
GAME_AICUSTOMSETTINGWND_SLOT_SAVE_ERR,"設定を保存に失敗しました"
GAME_AICUSTOMSETTINGWND_SLOT_ERR1,"アクトキューブがセットされている為、セット出来ませんでした"
GAME_AICUSTOMSETTINGWND_SLOT_ERR2,"アクトキューブが正常にセットされていない為、有効に出来ませんでした"
GAME_AICUSTOMSETTINGWND_SLOT_SETERR0,"条件が揃っていない為、セット出来ませんでした"
GAME_AICUSTOMSETTINGWND_SLOT_SETERR1,"パートナーランクがアクトキューブ装備条件に満たされていない為、セット出来ませんでした"
GAME_AICUSTOMSETTINGWND_SLOT_SETERR2,"信頼度がアクトキューブ装備条件に満たされていない為、セット出来ませんでした"
GAME_AICUSTOMSETTINGWND_SLOT_ADJUST,"スロットに入っていたアクトキューブを忘れたため、設定を変更しました"
GAME_AICUSTOMSETTINGWND_DETAIL0,"攻撃重視AIとは、$r一番近くに居るモンスターに$r攻撃スキルを優先して攻撃します。"
GAME_AICUSTOMSETTINGWND_DETAIL1,"支援重視AIとは、$rユーザーに対して支援系スキルを$r率先して使用します。$r支援系スキルがないパートナーは、$r近くにいるモンスターをターゲットし、$r攻撃を行います。$r$rパートナープロテクト中は、$r自身のパートナーと$r他のパートナーに対して$r支援スキルを率先して使用する思考に$r変化します。"
GAME_AICUSTOMSETTINGWND_DETAIL2,"追従AIとは、$r攻撃も支援も行わず、ユーザーに$r付いてきます。$r$rパートナープロテクト中は、$r攻撃も支援も行わずに$rその場に待機する思考に変化します。"
GAME_AICUSTOMSETTINGWND_DETAIL3,"防御重視 AI とは、$rモンスターに攻撃されるまで$r行動を起こしません。"
GAME_AICUSTOMSETTINGWND_DETAIL4,"主人重視 AI とは、$r主人がモンスターに攻撃されるまで$rまたは、自分がモンスターに$r攻撃されるまで$r行動を起こしません。$r$rパートナープロテクト中は、$r防御重視と同じ思考に変化します。"
GAME_AICUSTOMSETTINGWND_DETAIL5,"攻撃重視(通常攻撃のみ)AIとは、$r一番近くに居るモンスターに$r通常攻撃をします。"
GAME_AICUSTOMSETTINGWND_DETAIL6,"攻撃重視(物理スキルのみ)AIとは、$r一番近くに居るモンスターに$r物理スキルで攻撃します。"
GAME_AICUSTOMSETTINGWND_DETAIL7,"攻撃重視(魔法スキルのみ)AIとは、$r一番近くに居るモンスターに$r魔法スキルで攻撃します。"
GAME_AICUSTOMSETTINGWND_TERMS0,"％以下から"
GAME_AICUSTOMSETTINGWND_TERMS1,"％以上なら"
GAME_AICUSTOMSETTINGWND_TARGET1,"主人に"
GAME_AICUSTOMSETTINGWND_TARGET2,"自分に"
GAME_AICUSTOMSETTINGWND_TARGET3,"敵に"
GAME_AICUSTOMSETTINGWND_TARGET4,"仲間に"
GAME_AICUSTOMSETTINGWND_OPEN_ERR,"マシナファーム時にAIカスタム設定ウィンドウを開く事は出来ません"
GAME_AICUSTOMSETTINGWND_TARGET_WARNING,"対象設定が正しくないため正常に発動しないスキルがあります。$rよろしいですか？"

#簡単AI設定ウィンドウ
GAME_SIMPLEAISETTINGWND_TITTLE,"かんたんAI設定"
GAME_SIMPLEAISETTINGWND_TYPE0,"攻撃重視"
GAME_SIMPLEAISETTINGWND_TYPE1,"主人重視"
GAME_SIMPLEAISETTINGWND_TYPE2,"追従"
GAME_SIMPLEAISETTINGWND_TYPE3,"カスタム"
GAME_SIMPLEAISETTINGWND_DETAIL0,"攻撃重視AIとは、$r一番近くに居るモンスターに$r攻撃スキルを優先して攻撃します。"
GAME_SIMPLEAISETTINGWND_DETAIL1,"主人重視 AI とは、$r主人がモンスターに攻撃されるまで$rまたは、自分がモンスターに$r攻撃されるまで$r行動を起こしません。$r$rパートナープロテクト中は、$r防御重視と同じ思考に変化します。"
GAME_SIMPLEAISETTINGWND_DETAIL2,"追従AIとは、$r攻撃も支援も行わず、ユーザーに$r付いてきます。$r$rパートナープロテクト中は、$r攻撃も支援も行わずに$rその場に待機する思考に変化します。"
GAME_SIMPLEAISETTINGWND_DETAIL3,"カスタムAIとは、$r「AIカスタム設定ウィンドウ」で$r設定した思考の行動を行います。"
GAME_SIMPLEAISETTINGWND_AISET0,"AIを攻撃重視に変更しました"
GAME_SIMPLEAISETTINGWND_AISET1,"AIを主人重視に変更しました"
GAME_SIMPLEAISETTINGWND_AISET2,"AIを追従に変更しました"
GAME_SIMPLEAISETTINGWND_AISET3,"AIをカスタム①に変更しました"
GAME_SIMPLEAISETTINGWND_AISET4,"AIをカスタム②に変更しました"
GAME_SIMPLEAISETTINGWND_AISET_ERR,"AI変更中の為、失敗しました"
GAME_SIMPLEAISETTINGWND_BALOON0,"攻撃重視"
GAME_SIMPLEAISETTINGWND_BALOON1,"主人重視"
GAME_SIMPLEAISETTINGWND_BALOON2,"追従"
GAME_SIMPLEAISETTINGWND_BALOON3,"カスタム①"
GAME_SIMPLEAISETTINGWND_BALOON4,"カスタム②"
GAME_SIMPLEAISETTINGWND_OPEN_ERR,"マシナファーム時にかんたんAI設定ウィンドウを開く事は出来ません"

#アクトキューブ情報ウィンドウ
GAME_ACTCUBEINFOWND_TITTLE,"アクトキューブ情報"
GAME_ACTCUBEINFOWND_TAB0,"アクトキューブの基本的な情報を表示します"
GAME_ACTCUBEINFOWND_TAB1,"アクトキューブのスキル情報を表示します"
GAME_ACTCUBEINFOWND_ACTTYPE,"アクトキューブ種別"
GAME_ACTCUBEINFOWND_EQUIP_TRUST,"装備可能信頼度"
GAME_ACTCUBEINFOWND_EQUIP_TRANSNUM,"装備可能ペット時転生回数"
GAME_ACTCUBEINFOWND_EQUIP_STATE,"装備可能状態"
GAME_ACTCUBEINFOWND_ACTTYPE0,"条件"
GAME_ACTCUBEINFOWND_ACTTYPE1,"行動"
GAME_ACTCUBEINFOWND_ACTTYPE2,"アクティブスキル"
GAME_ACTCUBEINFOWND_ACTTYPE3,"パッシブスキル"
GAME_ACTCUBEINFOWND_EQUIP_TRUST0,"黒以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST1,"紫以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST2,"青以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST3,"水色以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST4,"緑以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST5,"黄緑以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST6,"黄色以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST7,"橙以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST8,"赤以上"
GAME_ACTCUBEINFOWND_EQUIP_TRUST9,"桃以上"
GAME_ACTCUBEINFOWND_SKILL_USE_MP,"使用ＭＰ"
GAME_ACTCUBEINFOWND_SKILL_USE_SP,"使用ＳＰ"
GAME_ACTCUBEINFOWND_SKILL_TARGET,"目標"
GAME_ACTCUBEINFOWND_SKILL_RANGE,"射程"
GAME_ACTCUBEINFOWND_LOST_BTN,"忘れる"
GAME_ACTCUBEINFOWND_LOST_LOG,"アクトキューブ[%s]を忘れました"
GAME_ACTCUBEINFOWND_LOST_LOG_NONE,"アクトキューブを忘れました"
GAME_ACTCUBEINFOWND_LOST_LOG_ERR-1,"アクトキューブを忘れる事が出来ませんでした"
GAME_ACTCUBEINFOWND_LOST_LOG_ERR-2,"指定したパートナーでは無い為、忘れる事が出来ません"
GAME_ACTCUBEINFOWND_LOST_LOG_ERR-3,"ライドパートナーの為、忘れる事が出来ませんでした"
GAME_ACTCUBEINFOWND_CONFIRM,"[%s]を$r忘れますが、宜しいですか？"
GAME_ACTCUBEINFOWND_AGAINCONFIRM,"選択しているアクトキューブは消滅してしまいますが$r本当によろしいですか？$r※同じアクトキューブを入手すれば$r　再度覚えることは可能です。"

#元パートナーをドロップ時の警告
GAME_PARTNER_DROP_CONFIRMMSGBOX0,"%sの$rパートナーとしての情報は失われますが、よろしいですか？"
GAME_PARTNER_DROP_CONFIRMMSGBOX1,"再度同じパートナーを入手して$rパートナー化した場合でも$r初期状態からになりますが$r本当によろしいですか？"
#パートナーの食事が出来るようになった時のメッセージ
GAME_PARTNER_MEAL,"%sが食事できるようになりました"
GAME_PARTNER_MEAL_AUTO,"自動で食事する設定の為、食事を行います"
GAME_PARTNER_MEAL_NOSET,"「おやつ」がセットされていません"
GAME_PARTNER_MEAL_NOUSE,"現在装備中のパートナーが使える「おやつ」がセットされていません"
GAME_PARTNER_MEAL_ERR-1,"食事を行えるタイミングではありませんでした"
GAME_PARTNER_MEAL_ERR-2,"空腹状態ではない為、食事を行えませんでした"
GAME_PARTNER_MEAL_ERR-3,"アイテムを使用できない状態の為、食事を行えませんでした"
#自動消費パートナーフード登録変更エラー
GAME_PARTNER_AUTOFOOD_CHG_ERR-1,"登録変更が出来ませんでした"
GAME_PARTNER_AUTOFOOD_CHG_ERR-2,"登録数の上限を超える為、登録が出来ませんでした"
GAME_PARTNER_AUTOFOOD_CHG_ERR-3,"登録しているアイテムと重複する為、登録変更が出来ませんでした"
GAME_PARTNER_AUTOFOOD_CHG_ERR-4,"登録されていないアイテムになります"


#パートナー装備
GAME_PARTNER_EQUIP_ERR-1,"対象のパートナーが見つかりません"
GAME_PARTNER_EQUIP_ERR-2,"対象のアイテムを所持しておりません"
GAME_PARTNER_EQUIP_ERR-3,"パートナー用装備アイテムではありません"
GAME_PARTNER_EQUIP_ERR-4,"行動不能状態の為、装備の変更は出来ません"
GAME_PARTNER_EQUIP_ERR-5,"イベント中の為、装備の変更は出来ません"
GAME_PARTNER_EQUIP_ERR-6,"ゴーレムショップ設定中の為、装備の変更は出来ません"
GAME_PARTNER_EQUIP_ERR-7,"トレード中の為、装備の変更は出来ません"
GAME_PARTNER_EQUIP_ERR-8,"未鑑定の為、装備の変更は出来ません"
GAME_PARTNER_EQUIP_ERR-9,"憑依中の為、装備の変更は出来ません"
GAME_PARTNER_EQUIP_ERR-10,"マシナフォーム中の為、装備出来ません"
GAME_PARTNER_EQUIP_ERR-11,"装備できる状態ではありません"
GAME_PARTNER_EQUIP_ERR-12,"装備解除できる状態ではありません"
GAME_PARTNER_EQUIP_ERR-13,"レベルが足りません"
GAME_PARTNER_EQUIP_ERR-14,"装備可能な攻撃タイプではありません"
GAME_PARTNER_EQUIP_ERR-15,"装備可能な系統ではありません"
GAME_PARTNER_EQUIP_ERR-16,"ライドパートナーは装備できません"
GAME_PARTNER_EQUIP_ERR-17,"パートナーランクが足りません"

# 移動スタイル
GAME_MOVE_STYLE_RUN,"走り状態になりました"
GAME_MOVE_STYLE_WALK,"歩き状態になりました"


#リサイクル
GAME_RECYCLEWND_TITTLE,"リサイクル"
GAME_RECYCLEWND_GAUGE_TAG,"ワールドゲージ"
GAME_RECYCLEWND_ENDTIME_TAG,"効果終了日時"
GAME_RECYCLEWND_ENDTIME,"%2d月%2d日 %2d時%02d分"
GAME_RECYCLEWND_ADVANTAGE_TAG,"達成効果付与"
GAME_RECYCLEWND_ADVAN_TAG,"効果 ： "
GAME_RECYCLEWND_ADVAN0,"基本経験値・職業経験値1.5倍"
GAME_RECYCLEWND_ADVAN1,"基本経験値・職業経験値2.0倍"
GAME_RECYCLEWND_ADVAN2,"基本経験値・職業経験値2.5倍"
GAME_RECYCLEWND_ADVAN3,"基本経験値・職業経験値3.0倍"
GAME_RECYCLEWND_ADVAN4,"カードアセンブル成功確率上昇"
GAME_RECYCLEWND_ADVAN5,"武具強化成功確率上昇"
GAME_RECYCLEWND_ADVAN6,"カードスロット拡張成功確率上昇"
GAME_RECYCLEWND_ADVAN7,""
GAME_RECYCLEWND_POINT_TAG,"リサイクルポイント"
GAME_RECYCLEWND_POINT,"%d P"
GAME_RECYCLEWND_START_ANNOUNCE,"ワールドゲージがＭＡＸの為、ワールド効果が発動中"
GAME_RECYCLEWND_END_ANNOUNCE,"リサイクルによる、ワールド効果が終了いたしました"
GAME_RECYCLEWND_HELP,"リサイクルシステムヘルプ"
GAME_RECYCLEWND_HELPTOOL,"ヘルプを開く"

#リサイクル納品
GAME_RECYCLEDELIVERYWND_TITTLE,"リサイクル納品"
GAME_RECYCLEDELIVERYWND_POINT,"%d P"
GAME_RECYCLEDELIVERYWND_ITEMNUM_TAG,"納品している数"
GAME_RECYCLEDELIVERYWND_ITEMNUM,"%d / %d"
GAME_RECYCLEDELIVERYWND_CONFIRM,"納品するとアイテムが消えますが、よろしいですか？"
#GAME_RECYCLEDELIVERYWND_CONFIRM_GAUGE,"ワールドゲージが上限に達しているため、$rこれ以上納品をしてもゲージの増加はしませんがよろしいですか？"
GAME_RECYCLEDELIVERYWND_CONFIRM_POINT,"リサイクルポイントが上限に達したため$r溢れた分の %d ポイントを切り捨てますがよろしいですか？"
GAME_RECYCLEDELIVERYWND_RESULT_POINT,"リサイクルポイントが上限に達しました"
GAME_RECYCLEDELIVERYWND_SENDERR,"納品"
GAME_RECYCLEDELIVERYWND_ERRMSG,"納品してはいけないアイテムがあった為、納品が出来ませんでした"
GAME_RECYCLEDELIVERY_WORLDPOINT_LOG,"ワールドゲージが %lld ポイント増加しました"


#Facebook×Kalydo フィードウィンドウ
GAME_FACEBOOK_FEED_TITLE,"フリーメッセージを入力してください（全角140文字まで）"


#イリスシンプル設定
GAME_IRISMULTISYSWND_SIMLPE_TAG,"シンプルセッティング選択"
GAME_IRISMULTISYSWND_SIMLPE_ABILITYTAG,"＜アビリティベクトル／属性選択＞"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE0,"無属性"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE1,"火属性"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE2,"水属性"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE3,"風属性"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE4,"土属性"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE5,"光属性"
GAME_IRISMULTISYSWND_SIMLPE_ATTRIBUTE6,"闇属性"
GAME_IRISMULTISYSWND_SIMLPE_CONFIRM0,"選択した項目に該当するアビリティベクトルの$rイリスカードを所持していません"
GAME_IRISMULTISYSWND_SIMLPE_CATE_MEG,"選択して下さい"

#イリスコンビネーション設定
GAME_IRISMULTISYSWND_COMBI_TAG,"コンビネーションアビリティ"
GAME_IRISMULTISYSWND_COMBI_CONFIRM0,"コンビネーションの組み合わせがありません"
GAME_IRISMULTISYSWND_COMBI_CONFIRM1,"コンビネーションを発動させる為の&r開きスロット数が不足しています"
GAME_IRISMULTISYSWND_COMBI_MSG0,"選択したコンビネーションによって外れてしまうイリスカードや$r外れたことによって、今まで発動していたコンビネーションの$r組み合わせではなくなってしまう可能性がありますが、このままセットしますか？"

#イリスカードNEO
GAME_IRISCARD_COMBI_ERR-1,"イリスカードの入れ替えを行う事が出来ない状態です"
GAME_IRISCARD_COMBI_ERR-2,"イリスカードの取り出しに失敗しました"
GAME_IRISCARD_COMBI_ERR-3,"イリスカードのセットに失敗しました"
GAME_IRISCARD_COMBI_ERR-4,"イリスカードのセット可能枚数が上限を超えている為、セット出来ませんでした"

#他者の装備確認
GAME_CHARAEQUIPINFO_TITLE,"%sさんの装備"
GAME_CHARAEQUIPINFO_ERR0,"対象キャラクターとの距離が離れすぎています"
GAME_CHARAEQUIPINFO_ERR1,"他人の装備情報を確認するには少し時間を置いてください"
GAME_CHARAEQUIPINFO_ERR-1,"対象キャラクターが存在しません"
GAME_CHARAEQUIPINFO_ERR-2,"対象キャラクターの装備情報は見られない状態です"

#旅人のメモ（モンスター図鑑）
GAME_MONSTERGUIDEWND_TITTLE,"旅人のメモ"
GAME_MONSTERGUIDEWND_TAB0,"レベル検索を表示します"
GAME_MONSTERGUIDEWND_TAB1,"モンスター名検索を表示します"
GAME_MONSTERGUIDEWND_TAB2,"ドロップアイテム検索を表示します"
GAME_MONSTERGUIDEWND_TAB3,"属性検索を表示します"
GAME_MONSTERGUIDEWND_TAB4,"種族検索を表示します"
GAME_MONSTERGUIDEWND_TAB5,"マップ検索を表示します"
GAME_MONSTERGUIDEWND_SEARCH_0,"レベル"
GAME_MONSTERGUIDEWND_SEARCH_1,"モンスター名"
GAME_MONSTERGUIDEWND_SEARCH_2,"アイテム"
GAME_MONSTERGUIDEWND_SEARCH_3,"属性"
GAME_MONSTERGUIDEWND_SEARCH_4,"種族"
GAME_MONSTERGUIDEWND_SEARCH_5,"マップ"
GAME_MONSTERGUIDEWND_SEARCH_DETAIL,"現在、この項目での条件指定は行えません"
GAME_MONSTERGUIDEWND_INFO_TAG_ITEM,"ドロップアイテム"
GAME_MONSTERGUIDEWND_INFO_TAG_RAREITEM,"%s知識ドロップアイテム"
GAME_MONSTERGUIDEWND_INFO_TAG_NORAREITEM,"該当知識なし"
GAME_MONSTERGUIDEWND_INFO_TAG_MEMO,"メモ"
GAME_MONSTERGUIDEWND_INFO_TAG_EDITING,"編集中"
GAME_MONSTERGUIDEWND_INFO_PARAMTAG_EXP,"EXP"
GAME_MONSTERGUIDEWND_INFO_PARAMTAG_JOB,"JOBEXP"
GAME_MONSTERGUIDEWND_ELEM0,"無"
GAME_MONSTERGUIDEWND_ELEM1,"火"
GAME_MONSTERGUIDEWND_ELEM2,"水"
GAME_MONSTERGUIDEWND_ELEM3,"風"
GAME_MONSTERGUIDEWND_ELEM4,"土"
GAME_MONSTERGUIDEWND_ELEM5,"光"
GAME_MONSTERGUIDEWND_ELEM6,"闇"
GAME_MONSTERGUIDEWND_RACE0,"全て"
GAME_MONSTERGUIDEWND_RACE1,"植物"
GAME_MONSTERGUIDEWND_RACE2,"鳥"
GAME_MONSTERGUIDEWND_RACE3,"動物"
GAME_MONSTERGUIDEWND_RACE4,"昆虫"
GAME_MONSTERGUIDEWND_RACE5,"水中生物"
GAME_MONSTERGUIDEWND_RACE6,"魔法生物"
GAME_MONSTERGUIDEWND_RACE7,"死霊"
GAME_MONSTERGUIDEWND_RACE8,"機械"
GAME_MONSTERGUIDEWND_RACE9,"人間"
GAME_MONSTERGUIDEWND_RACE10,"精霊"
GAME_MONSTERGUIDEWND_RACE11,"岩"
GAME_MONSTERGUIDEWND_RACE12,"木材"
GAME_MONSTERGUIDEWND_RACE13,"未分類"
GAME_MONSTERGUIDEWND_RACE14,"ボス"
GAME_MONSTERGUIDEWND_MAP_MSG,"マップ指定検索はされておりません"
GAME_MONSTERGUIDEWND_MAP_ALLAREA,"全域"
GAME_MONSTERGUIDEWND_MAP_ALLMAP,"-----"
GAME_MONSTERGUIDEWND_SEARCH_ERR,"指定された条件に該当するモンスターが存在しませんでした"
GAME_MONSTERGUIDEWND_SEARCHITEM_ERR0,"検索対象「%s」$rを含むアイテムが見つかりませんでした"
GAME_MONSTERGUIDEWND_SEARCHITEM_ERR1,"検索対象「%s」$rをドロップするモンスターは掲載されていません"
GAME_MONSTERGUIDEWND_SEARCHITEM_ERR2,"検索対象「%s」$rを含むアイテムをドロップするモンスターは掲載されていません"
GAME_MONSTERGUIDEWND_EDITING_ERR1,"メモ編集中の為、リストの更新が行えませんでした。$rメモの編集を終了してから再度モンスターを選択してください。"
GAME_MONSTERGUIDEWND_EDITING_ERR2,"メモ編集中の為、検索が行えませんでした。$r検索をおこなうにはメモの編集を終了させる必要があります。"
GAME_MONSTERGUIDEWND_EDITING_ERR3,"メモ編集中の為、リストの更新が行えませんでした。$rメモの編集を終了してからリセットボタンを選択してください。"
GAME_MONSTERGUIDEWND_NOWORLDMAP_ERR,"世界マップが開けない為、生息地を表示できません。$r生息地を表示するには世界マップが開ける場所に移動する必要があります。"
GAME_MONSTERGUIDEWND_ERR,"対象が見つかりません"
GAME_MONSTERGUIDEWND_RACE_RARE11,"鉱石"
GAME_MONSTERGUIDEWND_RACE_RARE13,"全"

# 検索ウィンドウ
GAME_MONSTERGUIDESEARCHWND_TITTLE,"詳細検索"

# 世界ウィンドウ
GAME_WORLDMAP_MONSTER_POINT_NOT_DATA,"特定できませんでした。"

# ミッションリストウィンドウ
GAME_MISSIONLISTWND_TITLE,"ミッションリスト"
GAME_MISSIONLISTWND_ITEMNUMTEXT,"%d枚"
GAME_MISSIONLISTWND_OKERR,"ミッションの受領を失敗しました"

# 軍ゲージウィンドウ
GAME_MILITARYGAGEWND_TITLE,"軍勢力ゲージ"
GAME_MILITARYGAGEWND_EXCELLENTTAG,"今月の優秀軍"
GAME_MILITARYGAGEWND_DIRECTION_0,"東"
GAME_MILITARYGAGEWND_DIRECTION_1,"西"
GAME_MILITARYGAGEWND_DIRECTION_2,"南"
GAME_MILITARYGAGEWND_DIRECTION_3,"北"
GAME_MILITARYGAGEWND_BONUSTAG_0,"来月のボーナス効果"
GAME_MILITARYGAGEWND_BONUSTAG_1,"効果発動中"
GAME_MILITARYGAGEWND_ARMYBONUSTAG,"軍ボーナス　:"
GAME_MILITARYGAGEWND_EXERCISESBONUSTAG,"演習ボーナス:"
GAME_MILITARYGAGEWND_ARMYBONUS_0,"獲得経験値増加"
GAME_MILITARYGAGEWND_ARMYBONUS_1,"クエスト報酬2.0倍"
GAME_MILITARYGAGEWND_ARMYBONUS_2,"信頼度上昇効果"
GAME_MILITARYGAGEWND_ARMYBONUS_3,"クエスト報酬1.5倍"
GAME_MILITARYGAGEWND_EXERCISESBONUS_0,"アクロポリスからファーイーストシティへの空路が開通"
GAME_MILITARYGAGEWND_EXERCISESBONUS_1,"アクロポリスからモーグシティへの空路が開通"
GAME_MILITARYGAGEWND_EXERCISESBONUS_2,"アクロポリスからアイアンサウスシティへの空路が開通"
GAME_MILITARYGAGEWND_EXERCISESBONUS_3,"アクロポリスからノーザンシティへの空路が開通"
GAME_MILITARYGAGEWND_POINT_TAG,"騎士団演習総合ポイント"
GAME_MILITARYGAGEWND_POINT_TEXT,"%d / %d  P"
GAME_MILITARYGAGEWND_HELP_BONUS,"優秀軍に所属しているメンバーに効果が付与されます"
GAME_MILITARYGAGEWND_WORLDTAG_0,"次回ワールドボーナス効果を得られる暫定ワールド"
GAME_MILITARYGAGEWND_WORLDTAG_1,"今週の勝利ワールド"
GAME_MILITARYGAGEWND_WORLDBONUSTAG_0,"今回のワールドボーナス:"
GAME_MILITARYGAGEWND_WORLDBONUSTAG_1,"次回のワールドボーナス:"
GAME_MILITARYGAGEWND_WORLDBONUS_0,"獲得経験値%.1f倍"
GAME_MILITARYGAGEWND_WORLDBONUS_1,"クエスト報酬%.1f倍"
GAME_MILITARYGAGEWND_WORLDNAME_0,"Clover"
GAME_MILITARYGAGEWND_WORLDNAME_1,"Lupinus"
GAME_MILITARYGAGEWND_WORLDNAME_2,"Freesia"
GAME_MILITARYGAGEWND_WORLDNAME_3,"Zinnia"
GAME_MILITARYGAGEWND_WORLDBONUS_NEXT_NONE,"※毎週日曜日の騎士団演習ワールド対抗戦で決定されます"

# ワールドゲージウィンドウ
GAME_WORLDGAGEWND_TITLE,"軍勢力ゲージ"
GAME_WORLDGAGEWND_WORLDTAG_0,"現在の優秀ワールド"
GAME_WORLDGAGEWND_WORLDTAG_1,"先週の勝利ワールド"
GAME_WORLDGAGEWND_WORLDBONUS_TAG,"効果発動中"
GAME_WORLDGAGEWND_WORLDBONUS_TITLE,"ワールドボーナス:"
GAME_WORLDGAGEWND_WORLDBONUS_0,"獲得経験値%.1f倍"
GAME_WORLDGAGEWND_WORLDBONUS_1,"クエスト報酬%.1f倍"
GAME_WORLDGAGEWND_WORLDNAME_0,"Clover"
GAME_WORLDGAGEWND_WORLDNAME_1,"Lupinus"
GAME_WORLDGAGEWND_WORLDNAME_2,"Freesia"
GAME_WORLDGAGEWND_WORLDNAME_3,"Zinnia"

# ワールド対抗戦リザルトウィンドウ
GAME_WLDBTLRESULTWND_TITLE,"ワールド対抗戦の結果"
GAME_WLDBTLRESULTWND_WORLDTAG,"今回の勝利ワールド"
GAME_WLDBTLRESULTWND_BONUSTAG_1,"発動する効果"
GAME_WLDBTLRESULTWND_WORLDBONUSTAG,"ワールドボーナス:"

# カード選択ウィンドウ
GAME_CARDSELECTWND_PUT_ERR-1,"何らかの原因で失敗しました"
GAME_CARDSELECTWND_REMOVE_ERR-1,"何らかの原因で失敗しました"

# SNS投稿ウインドウ
GAME_SNS_POSTWND_TITLE,"フリーメッセージを入力してください"
GAME_SNS_POSTWND_PIN,"認証時に表示されたPINを入力してください"
GAME_SNS_POSTWND_WEB_WARNING,"Twitterの認証を行うため$r外部サイトに接続します。よろしいですか？"
GAME_SNS_POSTWND_WEB_WARNING2,"Twitterの認証を行うため外部サイトに接続します。$r現在の認証情報は破棄されますが、よろしいですか？"
GAME_SNS_POSTWND_NO_AUTH,"Twitter認証を行ってください"
GAME_SNS_POSTWND_HINT,"ツイートメッセージを入力してください"
GAME_SNS_POSTWND_INFO,"スクリーンショットに自分以外のキャラクター名が表示されている場合やチャットウインドウに自分以外のキャラクターの発言が表示されている場合は、そのキャラクターの使用者に必ず了解を得てから使用してください。"
GAME_SNS_POSTWND_TIME," %04d/%02d/%02d %02d:%02d:%02d"
GAME_SNS_POSTWND_NAME,"連携Twitterアカウント"
GAME_SNS_POSTWND_HASHTAG," http://goe.bz/ectb #ecotubu "

GAME_SNS_POSTWND_LOG0,"認証されていません"
GAME_SNS_POSTWND_LOG1,"ファイルの読み込みに失敗しました"
GAME_SNS_POSTWND_LOG2,"PINを入力してください"
GAME_SNS_POSTWND_LOG3,"PINの認証に失敗しました"
GAME_SNS_POSTWND_LOG4,"PINの認証が完了しました"
GAME_SNS_POSTWND_LOG5,"メッセージの投稿に失敗しました"
GAME_SNS_POSTWND_LOG6,"メッセージが投稿されました"
GAME_SNS_POSTWND_LOG7,"本文を入力してください"
GAME_SNS_POSTWND_LOG8,"ユーザー情報の取得に失敗しました"
GAME_SNS_POSTWND_LOG9,"画像ファイルが無効です"
GAME_SNS_POSTWND_LOG10,"認証サーバへのアクセスに失敗しました"


GAME_SNS_POSTWND_ERR88,"TwitterAPIの利用制限に達しています"
GAME_SNS_POSTWND_ERR89,"Twitterアプリケーションの連携が無効です"
GAME_SNS_POSTWND_ERR185,"1日のツイート数制限に達しています"
GAME_SNS_POSTWND_ERR186,"文字数が制限を越えているため投稿できません"
GAME_SNS_POSTWND_ERR187,"同じ内容を連続で投稿することはできません"
GAME_SNS_POSTWND_ERR190,"文字数が制限を越えているため投稿できません"
GAME_SNS_POSTWND_ERR191,"画像アップロード数の制限に達しています"

